,video_id,channelTitle,course,video_type,episode_title,episode_num,episode_title_len,tag_count,publishedDate,publishedTime,days_published_for,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,with_Arizona
22,i_OU4EcWQ6I,CrashCourse, Black American History ,regular course,Black Lives Matter ,51.0,19,4,2022-11-09,18:55:38,226,122651.0,,,438.0,801.0,hd,true,False
23,VKWEwBxDd9k,CrashCourse, Black American History ,regular course,Barack Obama ,50.0,13,4,2022-11-02,21:39:23,233,111343.0,4137.0,,285.0,891.0,hd,true,False
24,VmqZvlj07-w,CrashCourse, Black American History ,regular course,Hurricane Katrina ,49.0,18,4,2022-10-19,21:07:32,247,107099.0,4257.0,,246.0,904.0,hd,true,False
25,VvRr0oL6s_E,CrashCourse, Public Health ,regular course,The Future of Public Health ,10.0,28,9,2022-10-06,17:00:30,260,84145.0,1961.0,,69.0,770.0,hd,true,False
26,CbzLFgW_Wgc,CrashCourse, Black American History ,regular course,Toni Morrison ,48.0,14,8,2022-10-05,23:44:43,261,59293.0,2702.0,,81.0,721.0,hd,true,False
27,2rfRk_mTf7M,CrashCourse, Public Health ,regular course,Global Health ,9.0,14,9,2022-09-29,17:00:02,267,58405.0,1289.0,,42.0,931.0,hd,true,False
28,Z08sh4PN8Lc,CrashCourse, Public Health ,regular course,How Laws Affect Your Health ,8.0,28,9,2022-09-22,17:00:30,274,54383.0,1508.0,,65.0,833.0,hd,true,False
29,RHCA5b9TkVg,CrashCourse, Black American History ,regular course,Rap and Hip Hop ,47.0,16,10,2022-09-20,19:00:08,276,147899.0,5145.0,,278.0,895.0,hd,true,False
30,vxvhGj9fA3g,CrashCourse, Public Health ,regular course,Which Healthcare System is Best? ,7.0,33,4,2022-09-15,17:00:29,281,72788.0,2206.0,,158.0,765.0,hd,true,False
31,_luU3I03JwE,CrashCourse, Public Health ,regular course,Intro to Epidemiology ,6.0,22,4,2022-09-08,17:00:18,288,79333.0,1898.0,,35.0,889.0,hd,true,False
32,t_uMce7lK94,CrashCourse, Black American History ,regular course,Anita Hill and Clarence Thomas ,46.0,31,4,2022-09-06,23:15:00,290,62999.0,2811.0,,131.0,732.0,hd,true,False
33,rKaG9VaM0pw,CrashCourse, Public Health ,regular course,Stress is Bad for Your Health ,5.0,30,4,2022-09-01,17:00:32,295,97781.0,2793.0,,73.0,785.0,hd,true,False
34,prKS4YsSnmE,CrashCourse, Black American History ,regular course,Los Angeles Uprisings ,45.0,22,4,2022-08-26,18:00:19,301,73836.0,3046.0,,93.0,749.0,hd,true,False
35,CcdSeqqMR5M,CrashCourse, Public Health ,regular course,How Society Affects Your Health ,4.0,32,10,2022-08-25,17:00:13,302,66977.0,2069.0,,55.0,829.0,hd,true,False
36,g3vf0I_j9kk,CrashCourse, Public Health ,regular course,How the Environment Affects Your Health ,3.0,40,10,2022-08-18,17:00:23,309,98627.0,2588.0,,74.0,865.0,hd,true,False
37,SzsifG0UvTM,CrashCourse, Public Health ,regular course,How Your Biology Affects Your Health ,2.0,37,16,2022-08-11,17:00:14,316,79823.0,2556.0,,72.0,762.0,hd,true,False
38,C2vl1mixqLU,CrashCourse, Black American History ,regular course,Jesse Jackson ,44.0,14,6,2022-08-09,20:11:56,318,55529.0,2508.0,,69.0,691.0,hd,true,False
39,5aww-Bpgkf4,CrashCourse, Public Health ,regular course,What is Public Health? ,1.0,23,9,2022-08-04,17:22:20,323,85679.0,3374.0,,98.0,764.0,hd,true,False
40,ATfkyVN7M5c,CrashCourse, Black American History ,regular course,Shirley Chisholm ,43.0,17,6,2022-07-27,21:56:52,331,66669.0,3063.0,,58.0,706.0,hd,true,False
41,PjdJ19ugXzQ,CrashCourse,Preview,preview,Crash Course Public Health !,,28,12,2022-07-21,18:02:35,337,62886.0,2542.0,,115.0,280.0,hd,true,False
42,ItlvHgot7MQ,CrashCourse,How to College,How to College,Celebration and Lifelong Learning |  | ,,39,6,2022-07-14,22:00:10,344,36056.0,1397.0,,41.0,478.0,hd,true,False
43,shGpC_WVDQk,CrashCourse, Black American History ,regular course,The War on Drugs ,42.0,17,6,2022-07-13,13:18:06,345,130754.0,6268.0,,98.0,784.0,hd,true,False
44,wlM0WTPNup0,CrashCourse,How to College,How to College,Finances After College |  | ,,28,6,2022-07-07,22:00:23,351,42619.0,1493.0,,30.0,521.0,hd,true,False
45,i4XTHxWBOXs,CrashCourse,How to College,How to College,After College |  | ,,19,6,2022-06-30,22:00:18,358,48093.0,1819.0,,37.0,578.0,hd,true,False
46,ftcvaJCKVjs,CrashCourse, Black American History ,regular course,Marsha P. Johnson and the Stonewall Rebellion ,41.0,46,6,2022-06-29,22:57:56,359,73384.0,4374.0,,85.0,719.0,hd,true,False
47,V16qfhdIK6M,CrashCourse,How to College,How to College,How to Graduate |  | ,,21,6,2022-06-23,19:00:13,365,40505.0,1075.0,,52.0,572.0,hd,true,False
48,l_9PchV6PIc,CrashCourse,How to College,How to College,Your Mental Health in College |  | ,,35,6,2022-06-16,22:00:31,372,75074.0,2577.0,,103.0,547.0,hd,true,False
49,j-OMR3h4Isw,CrashCourse, Black American History ,regular course,Women and the Black Power Movement ,40.0,35,6,2022-06-14,21:00:54,374,75930.0,3219.0,,73.0,664.0,hd,true,False
50,rnjeJxO_vs4,CrashCourse,How to College,How to College,How to Work in College |  | ,,28,6,2022-06-02,22:00:18,386,65146.0,2250.0,,71.0,486.0,hd,true,False
51,-RQdkW-em-g,CrashCourse,How to College,How to College,How to Transfer Colleges |  | ,,30,6,2022-05-26,22:00:00,393,53105.0,1502.0,,43.0,520.0,hd,true,False
52,ao0Jozn_7HM,CrashCourse, Black American History ,regular course,The Black Panther Party ,39.0,24,6,2022-05-24,22:11:34,395,266016.0,11508.0,,132.0,828.0,hd,true,False
53,8Nkxbovj96U,CrashCourse,How to College,How to College,Finding Your Place |  | ,,24,6,2022-05-19,22:00:05,400,45417.0,1126.0,,45.0,505.0,hd,true,False
54,pTyMNvoBbSk,CrashCourse,How to College,How to College,Choosing a Specialization |  | ,,31,6,2022-05-12,22:00:25,407,59975.0,1543.0,,42.0,560.0,hd,false,False
55,8woU9Rq0cPI,CrashCourse, Black American History ,regular course,Malcolm X and the Rise of Black Power ,38.0,38,6,2022-05-10,20:30:00,409,213444.0,8178.0,,79.0,865.0,hd,true,False
56,eGR2Yf6yBRA,CrashCourse,How to College,How to College,How to Choose a Major |  | ,,27,6,2022-05-05,22:00:13,414,150135.0,4009.0,,71.0,684.0,hd,true,False
57,3k0v5ZvZrVQ,CrashCourse,Office Hours,office hours, Office Hours World History,,27,6,2022-04-26,18:00:01,423,238358.0,1757.0,,31.0,3472.0,hd,true,False
58,jMS-ouZNIzg,CrashCourse,Office Hours,office hours, Office Hours Geography,,23,6,2022-04-25,18:00:13,424,68411.0,823.0,,21.0,3653.0,hd,true,False
59,F624q1jBd0Y,CrashCourse, Black American History ,regular course,Student Civil Rights Activism ,37.0,30,6,2022-04-23,14:30:05,426,108132.0,3225.0,,31.0,807.0,hd,true,False
60,L6cjyTaExCQ,CrashCourse,How to College,How to College,How to Pay for College |  | ,,28,6,2022-04-22,19:00:17,427,107178.0,3120.0,,104.0,633.0,hd,true,False
61,-eIuQAMTI4I,CrashCourse,Office Hours,office hours, Office Hours Anatomy & Physiology,,34,6,2022-04-21,22:51:21,428,148246.0,1886.0,,32.0,3385.0,hd,true,False
62,m_9S5cBNvTs,CrashCourse,How to College,How to College,How to Apply to College |  | ,,29,6,2022-04-15,19:00:15,434,138146.0,4451.0,,65.0,495.0,hd,true,False
63,qygFjt2_LG4,CrashCourse, Organic Chemistry ,regular course,Medicinal Chemistry and Penicillin Total Synthesis ,50.0,51,8,2022-04-14,00:00:26,435,56663.0,1326.0,,40.0,851.0,hd,true,False
64,T_vLXgj2pvo,CrashCourse, Geography ,regular course,Geographies of the Future ,50.0,26,16,2022-04-12,18:07:17,437,78399.0,1997.0,,99.0,768.0,hd,true,False
65,BmeUT7zH62E,CrashCourse, Black American History ,regular course,"Martin Luther King, Jr ",36.0,23,6,2022-04-09,18:07:39,440,185264.0,5335.0,,60.0,793.0,hd,false,False
66,3Pp1AY_lmR4,CrashCourse, Organic Chemistry ,regular course,Biological Polymers ,49.0,20,8,2022-04-08,22:32:13,441,43466.0,1165.0,,20.0,870.0,hd,true,False
67,158aX-gyHU4,CrashCourse,How to College,How to College,How to Prepare for College |  | ,,32,6,2022-04-07,22:00:01,442,107145.0,3242.0,,63.0,742.0,hd,true,False
68,ZMn-bCdThEg,CrashCourse, Geography ,regular course,Sustainable Cities ,49.0,19,18,2022-04-04,19:27:58,445,103035.0,3264.0,,61.0,679.0,hd,true,False
69,hYV5HqPKFS4,CrashCourse,How to College,How to College,How to Choose a School |  | ,,28,6,2022-03-31,22:00:32,449,125300.0,3733.0,,77.0,489.0,hd,true,False
70,yhVU0mNm4VM,CrashCourse, Geography ,regular course,How did Detroit Become the Motor City? | Industrial Geography | ,48.0,64,17,2022-03-28,18:45:04,452,69844.0,1934.0,,52.0,691.0,hd,true,False
71,ylOpide9dus,CrashCourse, Black American History ,regular course,The Montgomery Bus Boycott ,35.0,27,6,2022-03-25,23:02:22,455,138422.0,3889.0,,37.0,764.0,hd,true,False
72,iaDpfalKSxQ,CrashCourse,How to College,How to College,To College or Not To College |  | ,,34,6,2022-03-24,22:04:20,456,142528.0,4709.0,,106.0,660.0,hd,true,False
73,iFPokf8mwPk,CrashCourse, Geography ,regular course,What is Urban Planning? ,47.0,24,8,2022-03-21,19:18:02,459,122941.0,3667.0,,75.0,677.0,hd,true,False
74,G8csJtDwjzk,CrashCourse,Preview,preview,How to College ,,15,6,2022-03-16,23:39:37,464,195114.0,5615.0,,138.0,254.0,hd,true,False
75,Ak7jp_VbX_A,CrashCourse, Organic Chemistry ,regular course,Biochemical Building Blocks & Fischer and Haworth Projections ,48.0,62,8,2022-03-16,18:00:08,464,35381.0,886.0,,15.0,795.0,hd,true,False
76,hDaW8KIeTNw,CrashCourse, Geography ,regular course,How Are Cities Organized? ,46.0,26,11,2022-03-14,20:00:35,466,106885.0,3446.0,,48.0,712.0,hd,true,False
77,4HljsKwpv3g,CrashCourse, Black American History ,regular course,Emmett Till ,34.0,12,6,2022-03-12,17:28:06,468,170594.0,7377.0,,93.0,705.0,hd,true,False
78,ON4oIKza7bw,CrashCourse, Geography ,regular course,Why are People Moving to Cities? ,45.0,33,12,2022-03-07,18:35:41,473,103074.0,2554.0,,34.0,675.0,hd,true,False
79,aPdxwMJVwf4,CrashCourse, Organic Chemistry ,regular course,Diazonium Salts & Nucleophilic Aromatic Substitution ,47.0,53,8,2022-03-02,22:28:44,478,43028.0,947.0,,18.0,849.0,hd,true,False
80,wQhFQFeYdJU,CrashCourse, Geography ,regular course,Mineral Extraction ,44.0,19,6,2022-02-28,18:26:28,480,88475.0,2279.0,,19.0,674.0,hd,true,False
81,xx_Cu7Le3ZY,CrashCourse, Geography ,regular course,How Do We Produce Food? ,43.0,24,6,2022-02-21,21:09:24,487,106812.0,3169.0,,46.0,700.0,hd,true,False
82,Kzm61ubVQmE,CrashCourse, Organic Chemistry ,regular course,Amines ,46.0,7,8,2022-02-16,23:52:27,492,71601.0,1424.0,,41.0,731.0,hd,true,False
83,dRd9CloivY8,CrashCourse, Geography ,regular course,Why is There Uneven Access to Food? ,42.0,36,6,2022-02-15,17:02:08,493,69735.0,2362.0,,79.0,692.0,hd,true,False
84,NBlqcAEv4nk,CrashCourse, Black American History ,regular course,School Segregation and Brown v Board ,33.0,37,6,2022-02-11,21:27:45,497,209553.0,5509.0,,45.0,749.0,hd,true,False
85,VJEpCjD14hw,CrashCourse, Geography ,regular course,"Agribusiness, GMOs, and their Role in Development ",41.0,50,6,2022-02-07,21:42:43,501,76179.0,2604.0,,152.0,700.0,hd,true,False
86,diM2D3SaPc4,CrashCourse, Organic Chemistry ,regular course,"Crossed Aldol Reactions, Enones, and Conjugate Addition ",45.0,56,8,2022-02-03,00:29:29,505,36856.0,694.0,,23.0,793.0,hd,true,False
87,gzYzmbQYTI4,CrashCourse, Geography ,regular course,What is a “Developed” Country? ,40.0,31,6,2022-01-31,19:18:36,508,133188.0,3793.0,,74.0,749.0,hd,true,False
88,vDNkw13NAA0,CrashCourse, Black American History ,regular course,"Randolph, Rustin, & the Origins of the March on Washington ",32.0,59,6,2022-01-28,17:36:01,511,88868.0,3296.0,,40.0,770.0,hd,false,False
89,eCBW1wlHt2k,CrashCourse, Organic Chemistry ,regular course,The Aldol and Claisen Reactions ,44.0,32,8,2022-01-26,19:00:24,513,46740.0,896.0,,14.0,755.0,hd,true,False
90,RzHbL0ByeLY,CrashCourse, Geography ,regular course,Colonialism ,39.0,12,6,2022-01-24,19:42:59,515,169659.0,4473.0,,55.0,739.0,hd,true,False
91,U7wrwPnQVg4,CrashCourse,['World War II: Black American History #31'],regular course,World War II Black American History #31,,39,6,2022-01-15,18:55:17,524,155476.0,5435.0,,36.0,756.0,hd,true,False
92,gZ7pMORZ6U0,CrashCourse, Organic Chemistry ,regular course,"Enols and Enolates - Reactivity, Halogenation, and Alkylation ",43.0,62,8,2022-01-13,17:42:31,526,40078.0,836.0,,11.0,740.0,hd,true,False
93,72ABMa_PuHU,CrashCourse, Black American History ,regular course,Zora Neale Hurston ,30.0,19,6,2022-01-08,22:26:46,531,133634.0,4894.0,,52.0,604.0,hd,true,False
94,56gqCXlUCoE,CrashCourse, Black American History ,regular course,The Tuskegee Experiment ,29.0,24,6,2021-12-24,16:56:13,546,588417.0,18910.0,,75.0,828.0,hd,true,False
95,3sLfG79NWOc,CrashCourse, Organic Chemistry ,regular course,The Diels-Alder & Other Pericyclic Reactions ,42.0,45,6,2021-12-23,19:00:02,547,41854.0,807.0,,15.0,781.0,hd,true,False
96,Dpah15G3LSA,CrashCourse, Outbreak Science ,regular course,How Are We All Part of Ending Outbreaks? ,15.0,41,6,2021-12-21,21:15:00,549,45150.0,1423.0,,15.0,714.0,hd,true,False
97,X2ZIDALAkXo,CrashCourse, Geography ,regular course,"Capitalism, Communism, & Political Economies ",38.0,45,6,2021-12-20,20:14:40,550,171573.0,5389.0,,68.0,729.0,hd,true,False
98,0nSjN8GVJQM,CrashCourse, Outbreak Science ,regular course,How do Outbreaks End? Vaccines and Recovery ,14.0,44,10,2021-12-14,19:00:00,556,75042.0,2193.0,,13.0,677.0,hd,true,False
99,CgaZGbzFK1s,CrashCourse, Geography ,regular course,What are the Patterns of Border Conflicts? ,37.0,43,6,2021-12-13,18:43:39,557,78256.0,2324.0,,48.0,718.0,hd,true,False
100,f14kiGoexVg,CrashCourse, Black American History ,regular course,The Great Depression ,28.0,21,6,2021-12-11,22:16:05,559,171565.0,6344.0,,49.0,713.0,hd,true,False
101,nolHg3FHJW4,CrashCourse, Organic Chemistry ,regular course,Conjugation & UV-Vis Spectroscopy ,41.0,34,22,2021-12-08,19:00:27,562,33587.0,840.0,,8.0,783.0,hd,true,False
102,EuSGImH2pG8,CrashCourse, Outbreak Science ,regular course,What Is Outbreak Culture? ,13.0,26,21,2021-12-07,19:00:04,563,44860.0,1541.0,,10.0,672.0,hd,true,False
103,RwWy30m4G2c,CrashCourse, Geography ,regular course,What Holds a Country Together or Tears it Apart? ,36.0,49,17,2021-12-06,21:29:50,564,74293.0,2552.0,,65.0,746.0,hd,true,False
104,0HY8d4ABHQA,CrashCourse, Black American History ,regular course,Political Thought in the Harlem Renaissance ,27.0,44,6,2021-12-04,18:00:42,566,137858.0,4076.0,,13.0,812.0,hd,false,False
105,k0WGXeWPb1M,CrashCourse, Outbreak Science ,regular course,How Can Infrastructure Help Us Stop Outbreaks? ,12.0,47,6,2021-11-30,20:19:21,570,45165.0,1394.0,,11.0,658.0,hd,true,False
106,esBgihsV02A,CrashCourse, Organic Chemistry ,regular course,"Synthesis, Distillation, & Recrystallization ",40.0,45,29,2021-11-24,19:00:12,576,49276.0,1085.0,,12.0,838.0,hd,true,False
107,fXt42GzI1FU,CrashCourse, Outbreak Science ,regular course,How Can Cooperation End an Outbreak? ,11.0,37,25,2021-11-23,19:00:13,577,31648.0,1133.0,,8.0,722.0,hd,true,False
108,xDi-Lo0xOr8,CrashCourse, Geography ,regular course,Tyranny of the Map ,35.0,19,14,2021-11-22,20:19:22,578,74031.0,2632.0,,41.0,676.0,hd,true,False
109,vKaegbtcE00,CrashCourse, Black American History ,regular course,Arts and Letters of the Harlem Renaissance ,26.0,43,7,2021-11-19,21:48:37,581,228694.0,5862.0,,46.0,758.0,hd,true,False
110,DaHTOFphlMY,CrashCourse, Geography ,regular course,How Does Disease Move? ,34.0,23,20,2021-11-15,19:35:57,585,62042.0,1996.0,,42.0,714.0,hd,true,False
111,Q_1Zwm8N_vo,CrashCourse, Black American History ,regular course,The Red Summer of 1919 ,25.0,23,6,2021-11-12,19:52:38,588,243458.0,8938.0,,110.0,784.0,hd,true,False
112,eGp6vN2fZvI,CrashCourse, Organic Chemistry ,regular course,More EAS & Benzylic Reactions ,39.0,30,16,2021-11-10,23:38:49,590,36538.0,687.0,,16.0,740.0,hd,true,False
113,zN58Uj1pxg4,CrashCourse, Outbreak Science ,regular course,How Does Public Health Tackle Outbreaks? ,10.0,41,21,2021-11-09,19:00:30,591,31813.0,1097.0,,9.0,660.0,hd,true,False
114,JpAiBg0hrfQ,CrashCourse, Geography ,regular course,How Populations Grow and Change ,33.0,32,13,2021-11-08,19:31:33,592,124880.0,2787.0,,21.0,637.0,hd,true,False
115,Woh63FlFDBk,CrashCourse, Black American History ,regular course,The Great Migration ,24.0,20,6,2021-11-06,15:53:33,594,339506.0,9814.0,,39.0,760.0,hd,true,False
116,0nLxb3ms28A,CrashCourse, Outbreak Science ,regular course,Can We Predict An Outbreak's Future? - Modeling ,9.0,48,27,2021-11-02,18:00:00,598,36682.0,1247.0,,15.0,687.0,hd,true,False
117,5Z55k7CqZ0c,CrashCourse, Geography ,regular course,Where and Why Do People Move? ,32.0,30,20,2021-11-01,19:16:35,599,120968.0,2962.0,,44.0,676.0,hd,true,False
118,Cy2ODAB8mJs,CrashCourse, Black American History ,regular course,The Black Women's Club Movement ,23.0,32,22,2021-10-29,19:38:15,602,100515.0,4339.0,,38.0,660.0,hd,true,False
119,geIhhMml1W8,CrashCourse, Organic Chemistry ,regular course,More EAS - Electron Donating and Withdrawing Groups ,38.0,52,19,2021-10-28,19:34:18,603,40444.0,901.0,,11.0,689.0,hd,true,False
120,vk6e0pCbh1k,CrashCourse, Outbreak Science ,regular course,How Do We Investigate Outbreaks? Epidemiology ,8.0,46,25,2021-10-26,23:56:09,605,49220.0,1553.0,,23.0,742.0,hd,true,False
121,4SWe3bFYcOA,CrashCourse, Geography ,regular course,How Did Religion Spread Along the Silk Road? ,31.0,45,23,2021-10-25,20:11:10,606,184057.0,5221.0,,57.0,690.0,hd,true,False
122,zHn-vSTMOWE,CrashCourse, Black American History ,regular course,Booker T. Washington and W.E.B DuBois ,22.0,38,6,2021-10-23,17:49:50,608,277161.0,8406.0,,62.0,683.0,hd,true,False
123,QJmF8E_UQUQ,CrashCourse, Geography ,regular course,How Does Language Move? ,30.0,24,13,2021-10-20,21:27:02,611,108957.0,3818.0,,59.0,658.0,hd,true,False
124,wbtpOhIP9Bc,CrashCourse, Outbreak Science ,regular course,How Does the Healthcare System Work During Outbreaks? ,7.0,54,17,2021-10-19,23:34:19,612,41242.0,1515.0,,8.0,738.0,hd,true,False
125,nbZUQGPMTjk,CrashCourse, Black American History ,regular course,Plessy v Ferguson and Segregation ,21.0,34,14,2021-10-15,21:31:18,616,222803.0,6913.0,,61.0,636.0,hd,true,False
126,vuSF5yhKRxA,CrashCourse, Organic Chemistry ,regular course,Intro to Electrophilic Aromatic Substitution ,37.0,45,14,2021-10-13,21:53:49,618,43827.0,987.0,,25.0,721.0,hd,true,False
127,toEnT4C2uNI,CrashCourse, Outbreak Science ,regular course,How Do We Know We're Sick? ,6.0,27,29,2021-10-12,22:46:30,619,64429.0,2205.0,,43.0,676.0,hd,true,False
128,ocbAfpjibr4,CrashCourse, Black American History ,regular course,Ida B. Wells ,20.0,13,6,2021-10-08,22:01:25,623,174306.0,6512.0,,45.0,694.0,hd,true,False
129,JjIgNfURISY,CrashCourse, Outbreak Science ,regular course,The Weaponization of Outbreaks ,5.0,31,12,2021-10-05,20:30:27,626,56753.0,2193.0,,13.0,722.0,hd,true,False
130,lVGJxaogu5A,CrashCourse, Geography ,regular course,"Race, Ethnicity, and the Cultural Landscape ",29.0,44,16,2021-10-04,20:01:35,627,123328.0,4161.0,,107.0,725.0,hd,true,False
131,C0ZHrfTuCGk,CrashCourse, Organic Chemistry ,regular course,"Aromaticity, Hückel's Rule, and Chemical Equivalence in NMR ",36.0,60,22,2021-09-30,18:00:09,631,48393.0,1030.0,,19.0,811.0,hd,true,False
132,vc7xQs0MCLY,CrashCourse, Outbreak Science ,regular course,Why Do Outbreaks Affect People Unequally? ,4.0,42,15,2021-09-29,14:00:23,632,55154.0,2158.0,,19.0,785.0,hd,true,False
133,4y2nndDs8m4,CrashCourse, Geography ,regular course,What is Human Geography? ,28.0,25,12,2021-09-27,18:17:07,634,151979.0,3395.0,,46.0,611.0,hd,true,False
134,NGPAnLDzQYY,CrashCourse, Black American History ,regular course,Reconstruction ,19.0,15,6,2021-09-24,21:01:11,637,377341.0,8843.0,,45.0,839.0,hd,true,False
135,ATK_qlg6tTY,CrashCourse, Outbreak Science ,regular course,Why Do We Have Fewer Outbreaks? Epidemiological Transition ,3.0,59,13,2021-09-21,22:55:22,640,69331.0,2391.0,,37.0,695.0,hd,true,False
136,-FBq5lE1Kz0,CrashCourse, Geography ,regular course,Natural Hazards ,27.0,16,15,2021-09-20,20:46:28,641,166883.0,3415.0,,100.0,675.0,hd,true,False
137,_NgdnsjPFNE,CrashCourse, Black American History ,regular course,Black Americans in the Civil War ,18.0,33,12,2021-09-17,19:00:09,644,249937.0,8432.0,,62.0,852.0,hd,true,False
138,40cyYqqQmJ4,CrashCourse, Outbreak Science ,regular course,How Do Outbreaks Start? Pathogens and Immunology ,2.0,49,28,2021-09-14,18:36:47,647,119346.0,3695.0,,43.0,711.0,hd,true,False
139,mkt-0ZuTKXU,CrashCourse, Geography ,regular course,What Are Glaciers? ,26.0,19,22,2021-09-13,20:11:31,648,112344.0,2995.0,,38.0,672.0,hd,true,False
140,7QOTexnD-NE,CrashCourse, Black American History ,regular course,Frederick Douglass ,17.0,19,11,2021-09-10,20:26:50,651,347216.0,10143.0,,68.0,739.0,hd,true,False
141,dXaBkrS1HaM,CrashCourse, Organic Chemistry ,regular course,Polymer Chemistry ,35.0,18,26,2021-09-08,22:15:01,653,74847.0,2157.0,,62.0,795.0,hd,true,False
142,_qAzXb7mA2g,CrashCourse, Outbreak Science ,regular course,What Is Outbreak Science? ,1.0,26,19,2021-09-07,21:27:59,654,97036.0,3856.0,,33.0,691.0,hd,true,False
143,9VffLWl8asY,CrashCourse, Black American History ,regular course,The Dred Scott Decision ,16.0,24,6,2021-09-04,16:59:53,657,292236.0,9311.0,,57.0,696.0,hd,true,False
144,QnVjv-LIgjM,CrashCourse,Preview,preview,Crash Course Outbreak Science ,,30,15,2021-08-31,18:00:07,661,115235.0,4283.0,,69.0,261.0,hd,true,False
145,Hzntl-YJe04,CrashCourse, Geography ,regular course,Groundwater & the Israeli-Palestinian Conflict ,25.0,47,13,2021-08-30,19:58:37,662,98581.0,3240.0,,80.0,666.0,hd,true,False
